part_number,brand,description,device_type,system,price_oem,in_stock,supplier,condition,base_price_raw
PRT_IND_ELE_0003,Schneider,Motor Overload Relay,Industrial,Electrical,2540.79,True,Global Industrial,Certified Pre-Owned,3050
PRT_IND_ELE_0004,ABB,High-Current Circuit Breaker,Industrial,Electrical,1900.44,True,Motion Industries,New,1850
PRT_IND_ELE_0005,Siemens,High-Current Circuit Breaker,Industrial,Electrical,1825.53,True,Global Industrial,New,1780
PRT_IND_ELE_0006,Schneider,High-Current Circuit Breaker,Industrial,Electrical,1844.55,True,Fastenal,New,1820
PRT_IND_VIB_0001,Vibro-Meter,Vibration Transducer X-Axis,Industrial,Vibration,796.75,True,Motion Industries,Certified Pre-Owned,950
PRT_IND_VIB_0002,Bruel and Kjaer,Vibration Transducer X-Axis,Industrial,Vibration,1066.75,True,Fastenal,New,1050
PRT_IND_VIB_0003,PCB Piezotronics,Vibration Transducer X-Axis,Industrial,Vibration,794.19,False,Global Industrial,Certified Pre-Owned,980
PRT_IND_VIB_0004,SKF,Continuous Online Vibration Monitor,Industrial,Vibration,2751.31,True,Global Industrial,New,2800
PRT_IND_VIB_0005,Emerson,Continuous Online Vibration Monitor,Industrial,Vibration,1784.25,True,Fastenal,Refurbished,2650
PRT_IND_VIB_0006,Fluke,Continuous Online Vibration Monitor,Industrial,Vibration,2762.79,False,Fastenal,New,2700
PRT_IND_SEN_0001,IFM,Inductive Proximity Sensor,Industrial,Sensor,292.19,True,Motion Industries,Never Used (Old Stock),320
PRT_IND_SEN_0002,Omron,Inductive Proximity Sensor,Industrial,Sensor,164.55,False,Motion Industries,Used,295
PRT_IND_SEN_0003,Turck,Inductive Proximity Sensor,Industrial,Sensor,301.68,True,Fastenal,New,305
PRT_IND_SEN_0004,HBM,Precision Multi-Axis Load Cell,Industrial,Sensor,2415.36,False,Global Industrial,New,2450
PRT_IND_SEN_0005,Parker,Precision Multi-Axis Load Cell,Industrial,Sensor,2029.53,True,Grainger Industrial Supply,Never Used (Old Stock),2250
PRT_IND_SEN_0006,Kistler,Precision Multi-Axis Load Cell,Industrial,Sensor,2299.39,True,Fastenal,New,2350
PRT_IND_SEN_0007,Endress+Hauser,Ultrasonic Level Sensor,Industrial,Sensor,703.11,True,Motion Industries,Certified Pre-Owned,850
PRT_IND_SEN_0008,VEGA,Ultrasonic Level Sensor,Industrial,Sensor,844.08,True,Fastenal,New,820
PRT_IND_SEN_0009,Siemens,Ultrasonic Level Sensor,Industrial,Sensor,699.84,False,Grainger Industrial Supply,Never Used (Old Stock),800
PRT_IND_GEA_0001,Bonfiglioli,Industrial Gearbox Assembly,Industrial,Gearbox,3937.96,True,Global Industrial,New,3850
PRT_IND_GEA_0002,Flender,Industrial Gearbox Assembly,Industrial,Gearbox,3272.6,True,Global Industrial,Certified Pre-Owned,4100
PRT_IND_GEA_0003,Sumitomo,Industrial Gearbox Assembly,Industrial,Gearbox,2635.63,False,Grainger Industrial Supply,Refurbished,3950
PRT_IND_GEA_0004,Apex Dynamics,Planetary Reduction Gearhead,Industrial,Gearbox,2037.18,False,Grainger Industrial Supply,Never Used (Old Stock),2200
PRT_IND_GEA_0005,Neugart,Planetary Reduction Gearhead,Industrial,Gearbox,1893.67,True,Fastenal,Certified Pre-Owned,2350
PRT_IND_GEA_0006,Wittenstein,Planetary Reduction Gearhead,Industrial,Gearbox,1651.97,True,Global Industrial,Refurbished,2450
PRT_IND_PNE_0001,Festo,Precision Pressure Regulator,Industrial,Pneumatics,469.54,False,Fastenal,Certified Pre-Owned,580
PRT_IND_PNE_0002,SMC,Precision Pressure Regulator,Industrial,Pneumatics,548.91,True,Grainger Industrial Supply,New,550
PRT_IND_PNE_0003,Parker,Precision Pressure Regulator,Industrial,Pneumatics,508.77,True,Grainger Industrial Supply,Never Used (Old Stock),565
PRT_IND_PNE_0004,Festo,5/2 Solenoid Valve,Industrial,Pneumatics,264.2,False,Motion Industries,Certified Pre-Owned,320
PRT_IND_PNE_0005,SMC,5/2 Solenoid Valve,Industrial,Pneumatics,197.0,False,Motion Industries,Refurbished,295
PRT_IND_PNE_0006,Parker,5/2 Solenoid Valve,Industrial,Pneumatics,248.69,True,Grainger Industrial Supply,Certified Pre-Owned,310
PRT_APP_MOT_0001,Whirlpool,Direct-Drive Induction Motor,Appliance,Motor,569.72,False,AppliancePartsPros,New,585
PRT_APP_MOT_0002,LG,Direct-Drive Induction Motor,Appliance,Motor,451.52,True,Marcone Supply,Certified Pre-Owned,545
PRT_APP_MOT_0003,Bosch,Direct-Drive Induction Motor,Appliance,Motor,451.02,True,Marcone Supply,Certified Pre-Owned,560
PRT_APP_MOT_0004,Nidec,Brushless DC Circulator Motor,Appliance,Motor,387.62,True,Marcone Supply,New,380
PRT_APP_MOT_0005,Regal Beloit,Brushless DC Circulator Motor,Appliance,Motor,369.67,True,RepairClinic,New,360
PRT_APP_MOT_0006,ABB,Brushless DC Circulator Motor,Appliance,Motor,299.71,False,AppliancePartsPros,Certified Pre-Owned,370
PRT_APP_HEA_0001,LG,Smart Inverter Control Board,Appliance,Heating,462.8,True,Sears PartsDirect,New,450
PRT_APP_HEA_0002,Samsung,Smart Inverter Control Board,Appliance,Heating,413.01,False,AppliancePartsPros,New,420
PRT_APP_HEA_0003,Bosch,Smart Inverter Control Board,Appliance,Heating,423.66,True,Marcone Supply,New,430
PRT_APP_HEA_0004,GE,Oven Main Support Board,Appliance,Heating,327.16,True,RepairClinic,Certified Pre-Owned,395
PRT_APP_HEA_0005,Samsung,Oven Main Support Board,Appliance,Heating,421.0,True,Marcone Supply,New,420
PRT_APP_HEA_0006,Whirlpool,Oven Main Support Board,Appliance,Heating,341.51,True,Marcone Supply,Certified Pre-Owned,410
PRT_APP_HEA_0007,Therm-O-Disc,Thermal Fuse (Safety Cutout),Appliance,Heating,126.16,True,RepairClinic,New,125
PRT_APP_HEA_0008,Limitor,Thermal Fuse (Safety Cutout),Appliance,Heating,117.9,False,RepairClinic,New,115
PRT_APP_HEA_0009,Selco,Thermal Fuse (Safety Cutout),Appliance,Heating,79.64,True,Sears PartsDirect,Refurbished,120
PRT_APP_DRA_0001,Maytag,Core Sump Drainage Pump,Appliance,Drainage,345.44,False,Sears PartsDirect,New,350
PRT_APP_DRA_0002,Whirlpool,Core Sump Drainage Pump,Appliance,Drainage,322.82,True,AppliancePartsPros,New,325
PRT_APP_DRA_0003,LG,Core Sump Drainage Pump,Appliance,Drainage,331.3,False,Sears PartsDirect,New,335
PRT_APP_DRA_0004,Fluid Systems,Drain Valves (Dual-Port),Appliance,Drainage,87.41,False,RepairClinic,New,85
PRT_APP_DRA_0005,Whirlpool,Drain Valves (Dual-Port),Appliance,Drainage,64.79,True,AppliancePartsPros,Certified Pre-Owned,78
PRT_APP_DRA_0006,Electrolux,Drain Valves (Dual-Port),Appliance,Drainage,80.1,False,RepairClinic,New,82
PRT_APP_WAT_0001,Aqua-Pure,Inlet Water Valve (Dual Coil),Appliance,Water System,143.81,False,AppliancePartsPros,New,145
PRT_APP_WAT_0002,Whirlpool,Inlet Water Valve (Dual Coil),Appliance,Water System,94.5,True,Sears PartsDirect,Refurbished,135
PRT_APP_WAT_0003,Kenmore,Inlet Water Valve (Dual Coil),Appliance,Water System,137.57,True,Sears PartsDirect,New,140
PRT_APP_WAT_0004,Gems Sensors,Water Level Pressure Switch,Appliance,Water System,64.14,True,AppliancePartsPros,New,65
PRT_APP_WAT_0005,Whirlpool,Water Level Pressure Switch,Appliance,Water System,60.19,True,Marcone Supply,New,60
PRT_APP_WAT_0006,Emerson,Water Level Pressure Switch,Appliance,Water System,61.44,False,Marcone Supply,New,62
PRT_APP_LAT_0001,Whirlpool,Door Latch / Interlock Assembly,Appliance,Latch,221.42,False,RepairClinic,New,220
PRT_APP_LAT_0002,Fisher & Paykel,Door Latch / Interlock Assembly,Appliance,Latch,205.85,True,RepairClinic,New,205
PRT_APP_LAT_0003,Electrolux,Door Latch / Interlock Assembly,Appliance,Latch,192.48,True,Marcone Supply,Never Used (Old Stock),212
PRT_APP_LAT_0004,Sirai,Magnetic Door Lock Solenoid,Appliance,Latch,63.51,True,RepairClinic,Refurbished,95
PRT_APP_LAT_0005,RSA,Magnetic Door Lock Solenoid,Appliance,Latch,86.45,True,Sears PartsDirect,New,85
PRT_APP_LAT_0006,Custom Coils,Magnetic Door Lock Solenoid,Appliance,Latch,61.21,True,Marcone Supply,Refurbished,90
PRT_APP_FAN_0001,ERP,Convection Blower Motor,Appliance,Fan,105.35,True,AppliancePartsPros,Certified Pre-Owned,125
PRT_APP_FAN_0002,Whirlpool,Convection Blower Motor,Appliance,Fan,119.03,True,Sears PartsDirect,New,118
PRT_APP_FAN_0003,Frigidaire,Convection Blower Motor,Appliance,Fan,101.9,True,Marcone Supply,Certified Pre-Owned,122
PRT_APP_FAN_0004,Nidec,Condenser Fan Motor,Appliance,Fan,101.39,True,Marcone Supply,Refurbished,145
PRT_APP_FAN_0005,AO Smith,Condenser Fan Motor,Appliance,Fan,115.59,True,Marcone Supply,Certified Pre-Owned,138
PRT_APP_FAN_0006,Fasco,Condenser Fan Motor,Appliance,Fan,144.64,False,RepairClinic,New,142
PRT_APP_CON_0001,LG,Main Control Board,Appliance,Control,384.3,False,Marcone Supply,New,380
PRT_APP_CON_0002,Samsung,Main Control Board,Appliance,Control,326.71,False,Marcone Supply,Never Used (Old Stock),365
PRT_APP_CON_0003,Whirlpool,Main Control Board,Appliance,Control,372.58,True,Sears PartsDirect,New,372
PRT_APP_CON_0004,Bosch ConnectedControl,IoT Connectivity Module,Appliance,Control,175.47,True,AppliancePartsPros,Certified Pre-Owned,220
PRT_APP_CON_0005,Belimo,IoT Connectivity Module,Appliance,Control,174.27,False,Sears PartsDirect,Certified Pre-Owned,210
PRT_APP_CON_0006,Schneider,IoT Connectivity Module,Appliance,Control,211.93,True,RepairClinic,New,215
PRT_APP_SEN_0001,Semitec,NTC Thermistor (OEM),Appliance,Sensor,49.27,True,AppliancePartsPros,New,50
PRT_APP_SEN_0002,Elpida,NTC Thermistor (OEM),Appliance,Sensor,29.45,True,AppliancePartsPros,Used,55
PRT_APP_SEN_0003,Murata,NTC Thermistor (OEM),Appliance,Sensor,51.54,True,Marcone Supply,New,52
PRT_APP_SEN_0004,HBK,Load Cell Weight Sensor,Appliance,Sensor,94.45,True,Sears PartsDirect,New,95
PRT_APP_SEN_0005,Mettler Toledo,Load Cell Weight Sensor,Appliance,Sensor,74.55,False,AppliancePartsPros,Refurbished,110
PRT_APP_SEN_0006,Vishay,Load Cell Weight Sensor,Appliance,Sensor,100.7,True,RepairClinic,New,98
PRT_APP_ICE_0001,Whirlpool,Ice Maker Auger Motor,Appliance,Ice System,196.0,True,Sears PartsDirect,New,195
PRT_APP_ICE_0002,GE,Ice Maker Auger Motor,Appliance,Ice System,182.9,True,Marcone Supply,New,182
PRT_APP_ICE_0003,Frigidaire,Ice Maker Auger Motor,Appliance,Ice System,190.83,True,RepairClinic,New,188
PRT_APP_ICE_0004,Whirlpool,Ice Level Optical Sensor,Appliance,Ice System,54.14,True,AppliancePartsPros,Certified Pre-Owned,65
PRT_APP_ICE_0005,LG,Ice Level Optical Sensor,Appliance,Ice System,41.75,True,AppliancePartsPros,Refurbished,60
PRT_APP_ICE_0006,Samsung,Ice Level Optical Sensor,Appliance,Ice System,42.99,False,AppliancePartsPros,Refurbished,62
PRT_APP_DIS_0001,Samsung,LCD Touch Control Panel,Appliance,Display,113.48,True,AppliancePartsPros,Refurbished,165
PRT_APP_DIS_0002,LG,LCD Touch Control Panel,Appliance,Display,127.9,True,Marcone Supply,Certified Pre-Owned,158
PRT_APP_DIS_0003,Sharp Display,LCD Touch Control Panel,Appliance,Display,165.16,True,RepairClinic,New,162
PRT_APP_DIS_0004,Tianma,LED Status Display Module,Appliance,Display,97.2,False,Marcone Supply,New,95
PRT_APP_DIS_0005,BOE,LED Status Display Module,Appliance,Display,86.95,True,Sears PartsDirect,New,88
PRT_APP_DIS_0006,AUO,LED Status Display Module,Appliance,Display,91.58,True,Marcone Supply,New,92
PRT_APP_REF_0001,Danfoss,Scroll Compressor Start Relay,Appliance,Refrigeration,357.36,True,RepairClinic,Certified Pre-Owned,425
PRT_APP_REF_0002,Embraco,Scroll Compressor Start Relay,Appliance,Refrigeration,395.33,False,Marcone Supply,New,395
PRT_APP_REF_0003,Tecumseh,Scroll Compressor Start Relay,Appliance,Refrigeration,415.15,True,Sears PartsDirect,New,410
PRT_APP_REF_0004,Whirlpool,Evaporator Coil Assembly,Appliance,Refrigeration,472.86,True,Sears PartsDirect,Certified Pre-Owned,580
PRT_APP_REF_0005,LG,Evaporator Coil Assembly,Appliance,Refrigeration,561.04,True,Marcone Supply,New,550
PRT_APP_REF_0006,Heatcraft,Evaporator Coil Assembly,Appliance,Refrigeration,445.86,True,Marcone Supply,Certified Pre-Owned,560
PRT_APP_SEA_0001,Whirlpool,Refrigerator Door Gasket Seal,Appliance,Seals,68.79,True,AppliancePartsPros,Certified Pre-Owned,85
PRT_APP_SEA_0002,Frigidaire,Refrigerator Door Gasket Seal,Appliance,Seals,51.75,True,AppliancePartsPros,Refurbished,78
PRT_APP_SEA_0003,LG,Refrigerator Door Gasket Seal,Appliance,Seals,55.54,True,AppliancePartsPros,Refurbished,82
PRT_APP_SEA_0004,Parker,Pump O-Ring and Seal Kit,Appliance,Seals,25.45,True,AppliancePartsPros,Used,45
PRT_APP_SEA_0005,Trelleborg,Pump O-Ring and Seal Kit,Appliance,Seals,41.79,True,Marcone Supply,New,42
PRT_APP_SEA_0006,NOK,Pump O-Ring and Seal Kit,Appliance,Seals,45.08,True,AppliancePartsPros,New,44
PRT_MOB_CAM_0007_V,LG Innotek,Periscope Telephoto Module,Mobile,Camera,246.36,True,MobileSentrix,Refurbished,360
PRT_APP_HEA_0010_V,Bosch,Smart Inverter Control Board,Appliance,Heating,439.93,True,RepairClinic,New,430
PRT_MOB_DIS_0007_V,Samsung Display,LTPO Pro-Grade OLED Panel,Mobile,Display,249.05,True,Mouser Electronics,Used,450
PRT_AUT_THE_0007_V,Modine,High-Voltage Coolant Heater,Automotive,Thermal,925.38,True,NAPA Auto Parts,Refurbished,1380
PRT_IND_COO_0007_V,Grundfos,Industrial Cooling Pump (Heavy),Industrial,Cooling,1782.7,False,Motion Industries,New,1780
PRT_IND_VFD_0010_V,Fuji Electric,VFD Control Card,Industrial,VFD,1789.99,True,Global Industrial,New,1800
PRT_AUT_SAF_0007_V,Autoliv,SRS Airbag Module,Automotive,Safety,1031.22,True,NAPA Auto Parts,Used,1850
PRT_AUT_POW_0010_V,ZF,PDK Transmission Clutch Pack,Automotive,Power Train,2068.56,True,Advance Auto Parts,Refurbished,2950
PRT_APP_LAT_0007_V,Custom Coils,Magnetic Door Lock Solenoid,Appliance,Latch,74.36,True,Sears PartsDirect,Certified Pre-Owned,90
PRT_APP_LAT_0008_V,Fisher & Paykel,Door Latch / Interlock Assembly,Appliance,Latch,209.33,True,RepairClinic,New,205
PRT_IND_VFD_0011_V,ABB,VFD Thyristor Stack,Industrial,VFD,1854.37,True,Global Industrial,Certified Pre-Owned,2300
PRT_AUT_BRA_0007_V,TRW,Brake Master Cylinder,Automotive,Brakes,339.78,True,AutoZone Commercial,New,350
PRT_APP_MOT_0007_V,Nidec,Brushless DC Circulator Motor,Appliance,Motor,372.58,True,RepairClinic,New,380
PRT_IND_CON_0010_V,Omron,S7-1500 PLC CPU Module,Industrial,Control,2324.62,True,Fastenal,New,2350
PRT_MOB_CHA_0007_V,Amphenol,USB-C Charging Port Assembly,Mobile,Charging,87.45,True,iFixit Pro,New,88
PRT_MOB_NET_0007_V,Murata,Wi-Fi 7 Antenna Assembly,Mobile,Networking,145.78,False,iFixit Pro,Certified Pre-Owned,178
PRT_IND_VFD_0012_V,Fuji Electric,VFD Control Card,Industrial,VFD,1216.66,True,Grainger Industrial Supply,Refurbished,1800
PRT_IND_CON_0011_V,Omron,Digital Pressure Control Node,Industrial,Control,1924.43,False,Global Industrial,Refurbished,2850
PRT_APP_ICE_0007_V,Frigidaire,Ice Maker Auger Motor,Appliance,Ice System,154.56,True,RepairClinic,Certified Pre-Owned,188
PRT_IND_CON_0012_V,Omron,S7-1500 PLC CPU Module,Industrial,Control,2445.98,True,Fastenal,New,2350
PRT_IND_HYD_0010_V,Bosch Rexroth,High-Pressure Hydraulic Pump,Industrial,Hydraulics,7481.24,True,Grainger Industrial Supply,Never Used (Old Stock),8100
PRT_AUT_POW_0011_V,ZF,PDK Transmission Clutch Pack,Automotive,Power Train,2908.79,True,NAPA Auto Parts,New,2950
PRT_APP_MOT_0008_V,Nidec,Brushless DC Circulator Motor,Appliance,Motor,247.05,True,Marcone Supply,Refurbished,380
PRT_APP_SEN_0007_V,Elpida,NTC Thermistor (OEM),Appliance,Sensor,53.59,True,Sears PartsDirect,New,55
PRT_AUT_SAF_0008_V,TRW,Seatbelt Pre-Tensioner,Automotive,Safety,328.7,True,AutoZone Commercial,Certified Pre-Owned,395
PRT_APP_CON_0007_V,Bosch ConnectedControl,IoT Connectivity Module,Appliance,Control,188.74,True,Sears PartsDirect,Certified Pre-Owned,220
PRT_AUT_EXH_0007_V,Denso,Lambda / O2 Sensor,Automotive,Exhaust,48.2,True,Advance Auto Parts,Used,88
PRT_MOB_DIS_0008_V,Apple Certified,Retina XDR Display Assembly,Mobile,Display,474.55,True,iFixit Pro,New,480
PRT_APP_WAT_0007_V,Gems Sensors,Water Level Pressure Switch,Appliance,Water System,42.99,True,RepairClinic,Refurbished,65
PRT_APP_REF_0007_V,Embraco,Scroll Compressor Start Relay,Appliance,Refrigeration,335.88,False,Marcone Supply,Certified Pre-Owned,395
PRT_AUT_EMI_0004_V,ACDelco,EVAP Canister Purge Valve,Automotive,Emissions,107.85,False,O'Reilly Auto Parts,Refurbished,160
PRT_AUT_CHA_0019_V,Ferodo,Ceramic Composite Brake Pad Set,Automotive,Chassis,949.73,False,AutoZone Commercial,Never Used (Old Stock),1100
PRT_IND_PNE_0007_V,Festo,5/2 Solenoid Valve,Industrial,Pneumatics,184.23,False,Fastenal,Used,320
PRT_AUT_THE_0008_V,Denso,High-Voltage Coolant Heater,Automotive,Thermal,1026.27,False,AutoZone Commercial,Refurbished,1450
PRT_AUT_EMI_0005_V,ACDelco,EVAP Canister Purge Valve,Automotive,Emissions,109.29,False,AutoZone Commercial,Refurbished,160
PRT_APP_WAT_0008_V,Gems Sensors,Water Level Pressure Switch,Appliance,Water System,62.31,True,Sears PartsDirect,New,65
PRT_IND_BEA_0007_V,SKF,Cylindrical Roller Bearing (Large),Industrial,Bearings,1617.1,True,Global Industrial,Never Used (Old Stock),1850
PRT_AUT_CHA_0020_V,Michelin,Sport Tire Set (Performance Spec),Automotive,Chassis,358.33,True,Advance Auto Parts,Certified Pre-Owned,450
PRT_IND_HYD_0011_V,Parker,Hydraulic Accumulator,Industrial,Hydraulics,2097.2,True,Fastenal,New,2050
PRT_AUT_THE_0009_V,Denso,High-Voltage Coolant Heater,Automotive,Thermal,1227.56,False,AutoZone Commercial,Certified Pre-Owned,1450
PRT_AUT_BRA_0008_V,Delphi,ABS Wheel Speed Sensor,Automotive,Brakes,201.7,True,NAPA Auto Parts,Certified Pre-Owned,255
PRT_AUT_EMI_0006_V,Bosch,EVAP Canister Purge Valve,Automotive,Emissions,119.34,True,O'Reilly Auto Parts,Refurbished,180
PRT_AUT_THE_0010_V,Denso,High-Voltage Coolant Heater,Automotive,Thermal,834.22,False,AutoZone Commercial,Used,1450
PRT_APP_HEA_0011_V,Whirlpool,Oven Main Support Board,Appliance,Heating,398.53,True,Marcone Supply,New,410
PRT_IND_GEA_0007_V,Wittenstein,Planetary Reduction Gearhead,Industrial,Gearbox,1373.55,True,Fastenal,Used,2450
PRT_AUT_COO_0010_V,Gates,OEM Precision Thermostat,Automotive,Cooling,315.86,False,Advance Auto Parts,Certified Pre-Owned,395
PRT_APP_HEA_0012_V,Bosch,Smart Inverter Control Board,Appliance,Heating,339.6,True,Sears PartsDirect,Certified Pre-Owned,430
PRT_APP_WAT_0009_V,Aqua-Pure,Inlet Water Valve (Dual Coil),Appliance,Water System,95.33,False,Sears PartsDirect,Refurbished,145
PRT_IND_SEN_0010_V,Kistler,Precision Multi-Axis Load Cell,Industrial,Sensor,1976.71,True,Grainger Industrial Supply,Certified Pre-Owned,2350
PRT_AUT_EMI_0007_V,ACDelco,EVAP Canister Purge Valve,Automotive,Emissions,113.86,False,O'Reilly Auto Parts,Refurbished,160
PRT_AUT_SAF_0009_V,Autoliv,SRS Airbag Module,Automotive,Safety,1240.53,True,AutoZone Commercial,Refurbished,1850
PRT_APP_HEA_0013_V,GE,Oven Main Support Board,Appliance,Heating,270.88,True,Sears PartsDirect,Refurbished,395
PRT_AUT_THR_0004_V,Siemens VDO,Electronic Throttle Body,Automotive,Throttle,315.33,True,AutoZone Commercial,Certified Pre-Owned,370
PRT_IND_VFD_0013_V,Siemens,VFD Thyristor Stack,Industrial,VFD,2505.75,True,Motion Industries,New,2450
PRT_APP_HEA_0014_V,Whirlpool,Oven Main Support Board,Appliance,Heating,407.76,True,Sears PartsDirect,New,410
PRT_AUT_POW_0012_V,ZF,PDK Transmission Clutch Pack,Automotive,Power Train,2900.15,True,NAPA Auto Parts,New,2950
PRT_IND_BEA_0008_V,SKF,Precision Angular Contact Bearing,Industrial,Bearings,2394.77,True,Motion Industries,Certified Pre-Owned,2850
PRT_AUT_FUE_0007_V,Delphi,High-Pressure Fuel Pump (EV),Automotive,Fuel System,989.39,True,Advance Auto Parts,New,950
PRT_IND_BEA_0009_V,FAG,Cylindrical Roller Bearing (Large),Industrial,Bearings,1379.43,True,Motion Industries,Certified Pre-Owned,1750
PRT_MOB_POW_0007_V,Analog Devices,Voltage Regulator Module,Mobile,Power Management,207.99,True,Digi-Key Electronics,New,215
PRT_IND_ELE_0007_V,Schneider,Motor Overload Relay,Industrial,Electrical,2502.43,True,Grainger Industrial Supply,Certified Pre-Owned,3050
PRT_AUT_ENG_0013_V,Denso,Direct Fuel Injector (ICE),Automotive,Engine,237.29,True,Advance Auto Parts,Refurbished,350
PRT_AUT_ENG_0014_V,Delphi,High-Precision Ignition Coil (M4),Automotive,Engine,64.58,True,O'Reilly Auto Parts,Used,118
PRT_IND_VFD_0014_V,Rockwell,60Hz Active VFD Inverter,Industrial,VFD,11538.22,False,Fastenal,New,12000
PRT_AUT_COO_0011_V,Bosch,OEM Precision Thermostat,Automotive,Cooling,290.17,True,AutoZone Commercial,Refurbished,420
PRT_IND_DRI_0007_V,Siemens,Servo Drive Amplifier,Industrial,Drive,2892.41,True,Global Industrial,Refurbished,4200
PRT_APP_FAN_0007_V,AO Smith,Condenser Fan Motor,Appliance,Fan,140.6,True,RepairClinic,New,138
PRT_AUT_CHA_0021_V,Delta,7.2kW On-Board Charger,Automotive,Charging,1042.57,True,NAPA Auto Parts,Used,1950
PRT_IND_COO_0008_V,Alfa Laval,Heat Exchanger Core Module,Industrial,Cooling,2277.09,True,Grainger Industrial Supply,Refurbished,3200
PRT_MOB_NET_0008_V,Murata,Wi-Fi 7 Antenna Assembly,Mobile,Networking,145.66,False,MobileSentrix,Certified Pre-Owned,178
PRT_MOB_DIS_0009_V,Apple Certified,Retina XDR Display Assembly,Mobile,Display,260.88,True,Digi-Key Electronics,Used,480
PRT_MOB_DIS_0010_V,Samsung Display,LTPO Pro-Grade OLED Panel,Mobile,Display,431.21,True,iFixit Pro,New,450
PRT_IND_PNE_0008_V,SMC,Precision Pressure Regulator,Industrial,Pneumatics,539.57,True,Fastenal,New,550
PRT_APP_DIS_0007_V,Samsung,LCD Touch Control Panel,Appliance,Display,166.03,True,Marcone Supply,New,165
PRT_APP_FAN_0008_V,AO Smith,Condenser Fan Motor,Appliance,Fan,135.55,True,RepairClinic,New,138
PRT_MOB_DIS_0011_V,Sharp,Retina XDR Display Assembly,Mobile,Display,315.39,True,iFixit Pro,Refurbished,450
PRT_AUT_EMI_0008_V,Bosch,EVAP Canister Purge Valve,Automotive,Emissions,188.47,True,NAPA Auto Parts,New,180
PRT_IND_ELE_0008_V,ABB,High-Current Circuit Breaker,Industrial,Electrical,1251.91,True,Motion Industries,Refurbished,1850
PRT_IND_COO_0009_V,Alfa Laval,Heat Exchanger Core Module,Industrial,Cooling,3174.56,True,Grainger Industrial Supply,New,3200
PRT_AUT_EMI_0009_V,Bosch,EVAP Canister Purge Valve,Automotive,Emissions,172.08,True,O'Reilly Auto Parts,New,180
PRT_AUT_POW_0013_V,ZF,PDK Transmission Clutch Pack,Automotive,Power Train,2838.75,True,O'Reilly Auto Parts,New,2950
PRT_MOB_CAM_0008_V,OmniVision,48MP Camera Sensor Module,Mobile,Camera,203.02,False,Digi-Key Electronics,Refurbished,295
PRT_APP_HEA_0015_V,Selco,Thermal Fuse (Safety Cutout),Appliance,Heating,78.0,True,AppliancePartsPros,Refurbished,120
PRT_IND_HYD_0012_V,Bosch Rexroth,High-Pressure Hydraulic Pump,Industrial,Hydraulics,6853.15,True,Motion Industries,Certified Pre-Owned,8100
PRT_APP_HEA_0016_V,Selco,Thermal Fuse (Safety Cutout),Appliance,Heating,78.92,True,AppliancePartsPros,Refurbished,120
PRT_APP_MOT_0009_V,ABB,Brushless DC Circulator Motor,Appliance,Motor,241.53,False,AppliancePartsPros,Refurbished,370
PRT_MOB_CAM_0009_V,OmniVision,48MP Camera Sensor Module,Mobile,Camera,154.41,False,Mouser Electronics,Used,295
PRT_AUT_POW_0014_V,BorgWarner,High-Voltage Inverter Plate,Automotive,Power Train,3286.75,True,Advance Auto Parts,Used,6200
PRT_IND_HYD_0013_V,Gates,Hydraulic Line Pressure Hose (HP),Industrial,Hydraulics,640.45,False,Grainger Industrial Supply,Used,1150
PRT_APP_SEN_0008_V,HBK,Load Cell Weight Sensor,Appliance,Sensor,77.3,True,Marcone Supply,Certified Pre-Owned,95
PRT_APP_WAT_0010_V,Aqua-Pure,Inlet Water Valve (Dual Coil),Appliance,Water System,94.15,False,AppliancePartsPros,Refurbished,145
PRT_APP_WAT_0011_V,Emerson,Water Level Pressure Switch,Appliance,Water System,53.35,False,Marcone Supply,Certified Pre-Owned,62
PRT_MOB_POW_0008_V,Analog Devices,Voltage Regulator Module,Mobile,Power Management,206.68,True,MobileSentrix,New,215
PRT_IND_PNE_0009_V,SMC,Precision Pressure Regulator,Industrial,Pneumatics,315.58,True,Fastenal,Used,550
PRT_AUT_ENG_0015_V,Delphi,High-Precision Ignition Coil (M4),Automotive,Engine,120.05,True,NAPA Auto Parts,New,118
PRT_MOB_POW_0009_V,MaxLinear,Power Management IC,Mobile,Power Management,331.49,True,Digi-Key Electronics,New,340
PRT_MOB_DIS_0012_V,Apple Certified,Retina XDR Display Assembly,Mobile,Display,468.31,True,MobileSentrix,New,480
PRT_MOB_NET_0009_V,Murata,Wi-Fi 7 Antenna Assembly,Mobile,Networking,116.47,False,Mouser Electronics,Refurbished,178
PRT_APP_SEA_0007_V,Whirlpool,Refrigerator Door Gasket Seal,Appliance,Seals,84.22,True,Marcone Supply,New,85
PRT_IND_SEN_0011_V,IFM,Inductive Proximity Sensor,Industrial,Sensor,215.8,True,Motion Industries,Refurbished,320
PRT_IND_VFD_0015_V,Rockwell,60Hz Active VFD Inverter,Industrial,VFD,7949.13,False,Fastenal,Refurbished,12000
PRT_IND_CON_0013_V,Siemens,S7-1500 PLC CPU Module,Industrial,Control,2300.42,True,Grainger Industrial Supply,Never Used (Old Stock),2450
PRT_MOB_DIS_0013_V,BOE,LTPO Pro-Grade OLED Panel,Mobile,Display,307.85,False,iFixit Pro,Certified Pre-Owned,395
